id	prompt_tokens	target_tokens	nll	avg_nll	first_match	greedy_lcp	api_ref_tokens	api_target_tokens	api_target_mae	api_target_mean_delta	api_top_items	api_top_mapped	api_top_coverage	api_top1_count	api_top1_match	api_top1_rate	api_topn_ref	api_topn_hit	api_topn_recall	api_top_logprob_count	api_top_mae	api_top_mean_delta	api_pair_total	api_pair_agree	api_pair_rate
case_079	25	26	18.569597922	0.714215305	0	0	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_080	19	39	61.971689129	1.589017670	1	17	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_081	19	24	8.547955126	0.356164797	1	21	24	24	0.108639652	-0.012186753	480	477	0.993750000	24	23	0.958333333	477	401	0.840670860	477	0.694588845	0.312835005	4425	3796	0.857853107
case_082	21	24	5.424036351	0.226001515	1	9	24	24	0.060254915	-0.032002509	480	480	1.000000000	24	23	0.958333333	480	436	0.908333333	480	0.424394132	0.077453195	4502	4052	0.900044425
case_083	25	50	101.283840570	2.025676811	1	12	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_084	29	61	101.034767317	1.656307661	1	10	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_085	24	24	5.496740885	0.229030870	1	11	24	24	0.062742717	0.010079144	480	478	0.995833333	24	23	0.958333333	478	429	0.897489540	478	0.477277218	0.118214832	4446	3958	0.890238417
case_086	22	24	11.868615598	0.494525650	1	5	24	24	0.114846608	-0.004771103	480	479	0.997916667	24	22	0.916666667	479	425	0.887265136	479	0.525400509	0.077313833	4466	4018	0.899686520
case_087	18	24	4.638769007	0.193282042	1	13	24	24	0.056004311	-0.025958073	480	472	0.983333333	24	23	0.958333333	472	422	0.894067797	472	0.534849144	-0.151249353	4345	3901	0.897813579
case_088	19	33	16.542572217	0.501290067	1	11	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_089	19	24	3.709304223	0.154554343	1	17	24	24	0.054521749	-0.042495965	480	477	0.993750000	24	23	0.958333333	477	426	0.893081761	477	0.518947831	-0.002824230	4429	4012	0.905847821
case_090	23	24	7.470669141	0.311277881	1	9	24	24	0.074362055	-0.042422862	480	480	1.000000000	24	22	0.916666667	480	421	0.877083333	480	0.486015540	-0.053072810	4488	4008	0.893048128
case_091	20	24	9.720056856	0.405002369	1	9	24	24	0.110596297	-0.019045035	480	479	0.997916667	24	21	0.875000000	479	434	0.906054280	479	0.465517051	0.246590801	4483	4126	0.920365826
case_092	21	29	38.186407152	1.316772660	1	22	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_093	24	24	6.267100737	0.261129197	1	24	24	24	0.060724659	0.010881863	480	478	0.995833333	24	24	1.000000000	478	434	0.907949791	478	0.553394207	-0.203007093	4460	4033	0.904260090
case_094	22	51	151.941880598	2.979252561	1	2	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_095	23	71	176.350528732	2.483810264	1	2	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_096	21	51	116.103423693	2.276537719	1	5	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_097	23	45	121.583319624	2.701851547	0	0	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_098	26	71	107.038495479	1.507584443	0	0	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_099	25	53	119.610418936	2.256800357	1	5	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
